<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.03	04:36:00	3997.48	3999.41	3997.07	3999.14	81	0	17
2025.11.03	04:37:00	3999.15	4000.11	3998.74	3999.79	82	0	17
2025.11.03	04:38:00	3999.89	4000.57	3999.49	3999.91	82	0	17
2025.11.03	04:39:00	3999.96	4000.70	3998.95	4000.70	64	0	17
2025.11.03	04:40:00	4000.85	4004.81	4000.45	4004.55	89	0	17
2025.11.03	04:41:00	4004.27	4005.40	4004.01	4004.85	90	0	17
2025.11.03	04:42:00	4005.09	4005.40	4003.41	4005.11	85	0	16
2025.11.03	04:43:00	4005.10	4006.21	4002.55	4002.59	84	0	16
2025.11.03	04:44:00	4002.85	4004.01	4001.65	4001.67	79	0	16
2025.11.03	04:45:00	4001.69	4003.94	4001.69	4002.36	83	0	16
2025.11.03	04:46:00	4002.39	4002.98	3999.97	4001.12	89	0	16
2025.11.03	04:47:00	4001.31	4003.18	4001.21	4002.63	84	0	16
2025.11.03	04:48:00	4002.65	4003.91	4001.50	4001.50	77	0	16
2025.11.03	04:49:00	4001.49	4001.87	3999.22	3999.80	80	0	16
2025.11.03	04:50:00	3999.77	3999.91	3998.29	3998.49	84	0	16
2025.11.03	04:51:00	3998.48	3999.76	3998.21	3998.71	84	0	16
2025.11.03	04:52:00	3998.53	3999.92	3998.27	3999.82	75	0	16
2025.11.03	04:53:00	3999.87	4000.07	3998.75	3999.00	72	0	16
2025.11.03	04:54:00	3998.88	4001.27	3998.83	4000.51	67	0	16
2025.11.03	04:55:00	4000.92	4000.94	3999.05	3999.27	76	0	16
2025.11.03	04:56:00	3999.23	4000.40	3999.01	4000.17	69	0	16
2025.11.03	04:57:00	4000.18	4001.97	4000.15	4001.34	71	0	16
2025.11.03	04:58:00	4001.31	4002.61	4001.31	4002.56	76	0	16
2025.11.03	04:59:00	4002.59	4005.67	4002.59	4004.06	79	0	16
2025.11.03	05:00:00	4004.16	4005.15	4002.37	4003.54	88	0	5
2025.11.03	05:01:00	4004.32	4008.99	4004.02	4007.14	102	0	17
2025.11.03	05:02:00	4007.32	4011.67	4007.20	4008.65	97	0	17
2025.11.03	05:03:00	4008.34	4010.16	4006.54	4007.83	83	0	6
2025.11.03	05:04:00	4007.90	4008.59	4007.25	4007.78	72	0	17
2025.11.03	05:05:00	4007.82	4008.72	4005.44	4006.38	89	0	17
2025.11.03	05:06:00	4006.95	4007.34	4004.57	4005.48	77	0	17
2025.11.03	05:07:00	4005.29	4005.68	4004.17	4004.26	70	0	17
2025.11.03	05:08:00	4004.30	4005.18	4003.20	4003.83	79	0	17
2025.11.03	05:09:00	4003.56	4006.02	4003.43	4005.72	80	0	5
2025.11.03	05:10:00	4005.73	4007.41	4005.50	4007.08	79	0	17
2025.11.03	05:11:00	4006.72	4009.46	4006.72	4009.46	92	0	5
2025.11.03	05:12:00	4009.45	4010.10	4008.64	4008.66	81	0	5
2025.11.03	05:13:00	4008.43	4008.64	4006.17	4007.65	86	0	5
2025.11.03	05:14:00	4007.64	4008.22	4006.49	4007.59	77	0	5
2025.11.03	05:15:00	4007.62	4009.88	4007.52	4009.55	83	0	5
2025.11.03	05:16:00	4009.52	4010.33	4009.45	4009.83	70	0	18
2025.11.03	05:17:00	4009.85	4010.14	4008.21	4008.94	83	0	14
2025.11.03	05:18:00	4008.81	4009.78	4008.56	4009.28	72	0	17
2025.11.03	05:19:00	4009.30	4009.30	4007.89	4008.47	77	0	5
2025.11.03	05:20:00	4008.45	4008.99	4007.67	4008.99	76	0	18
2025.11.03	05:21:00	4009.04	4009.10	4007.39	4007.51	70	0	17
2025.11.03	05:22:00	4007.40	4008.45	4007.20	4007.97	76	0	17
2025.11.03	05:23:00	4007.90	4009.53	4007.90	4009.46	72	0	17
2025.11.03	05:24:00	4009.48	4010.31	4008.37	4008.68	73	0	17
2025.11.03	05:25:00	4008.78	4009.73	4008.02	4008.53	75	0	17
2025.11.03	05:26:00	4008.51	4008.51	4006.62	4006.84	78	0	10
2025.11.03	05:27:00	4006.85	4007.90	4006.50	4007.90	87	0	10
2025.11.03	05:28:00	4007.73	4008.02	4006.34	4006.42	63	0	5
2025.11.03	05:29:00	4006.00	4006.91	4006.00	4006.30	73	0	16
2025.11.03	05:30:00	4006.28	4007.18	4005.71	4007.09	73	0	16
2025.11.03	05:31:00	4007.76	4007.76	4006.03	4006.85	68	0	16
2025.11.03	05:32:00	4006.53	4007.93	4006.53	4007.93	63	0	14
2025.11.03	05:33:00	4007.93	4009.56	4007.28	4009.20	72	0	17
2025.11.03	05:34:00	4009.26	4010.31	4008.80	4010.25	67	0	16
2025.11.03	05:35:00	4010.27	4011.35	4008.52	4009.05	77	0	16
2025.11.03	05:36:00	4009.00	4009.89	4008.84	4009.55	63	0	16
2025.11.03	05:37:00	4009.94	4012.11	4009.94	4011.39	85	0	16
2025.11.03	05:38:00	4011.38	4013.06	4011.00	4012.22	75	0	17
2025.11.03	05:39:00	4012.02	4012.88	4011.57	4012.21	74	0	16
2025.11.03	05:40:00	4012.03	4013.33	4011.92	4012.94	76	0	16
2025.11.03	05:41:00	4012.99	4012.99	4012.19	4012.24	69	0	16
2025.11.03	05:42:00	4012.35	4012.45	4011.52	4012.02	70	0	17
2025.11.03	05:43:00	4011.95	4012.06	4010.89	4010.92	78	0	16
2025.11.03	05:44:00	4010.91	4011.06	4010.68	4010.79	57	0	16
2025.11.03	05:45:00	4010.92	4011.90	4010.90	4011.88	70	0	16
2025.11.03	05:46:00	4011.89	4012.64	4011.63	4011.63	56	0	16
2025.11.03	05:47:00	4011.60	4012.93	4011.34	4012.32	60	0	17
2025.11.03	05:48:00	4012.33	4012.66	4012.08	4012.36	51	0	16
2025.11.03	05:49:00	4012.38	4013.17	4012.37	4013.00	56	0	16
2025.11.03	05:50:00	4013.01	4013.51	4012.64	4013.14	70	0	11
2025.11.03	05:51:00	4013.17	4013.27	4012.82	4013.11	63	0	16
2025.11.03	05:52:00	4013.09	4013.10	4011.67	4011.67	51	0	16
2025.11.03	05:53:00	4011.72	4012.76	4011.49	4012.24	53	0	16
2025.11.03	05:54:00	4012.31	4014.18	4012.24	4013.47	75	0	15
2025.11.03	05:55:00	4013.47	4013.55	4012.32	4013.00	75	0	17
2025.11.03	05:56:00	4012.90	4014.55	4012.90	4014.33	78	0	17
2025.11.03	05:57:00	4014.47	4015.60	4013.55	4014.23	83	0	17
2025.11.03	05:58:00	4014.16	4014.22	4013.25	4013.76	70	0	17
2025.11.03	05:59:00	4013.79	4014.03	4011.03	4011.03	73	0	17
2025.11.03	06:00:00	4011.04	4013.13	4010.03	4012.62	76	0	17
2025.11.03	06:01:00	4012.79	4013.43	4011.94	4012.25	72	0	17
2025.11.03	06:02:00	4012.26	4012.63	4011.39	4011.98	50	0	17
2025.11.03	06:03:00	4011.97	4011.97	4009.62	4009.91	72	0	17
2025.11.03	06:04:00	4009.85	4010.12	4007.68	4007.96	80	0	17
2025.11.03	06:05:00	4008.21	4008.70	4006.84	4007.09	81	0	17
2025.11.03	06:06:00	4007.35	4008.38	4007.10	4008.03	69	0	17
2025.11.03	06:07:00	4008.05	4011.46	4008.05	4011.46	97	0	17
2025.11.03	06:08:00	4011.47	4011.89	4010.26	4011.72	89	0	17
2025.11.03	06:09:00	4011.85	4014.55	4011.37	4013.35	91	0	17
2025.11.03	06:10:00	4013.14	4013.80	4011.62	4012.08	77	0	17
2025.11.03	06:11:00	4011.96	4012.03	4010.50	4010.92	74	0	17
2025.11.03	06:12:00	4010.84	4011.13	4009.53	4009.73	80	0	17
2025.11.03	06:13:00	4009.72	4010.56	4009.67	4010.11	68	0	17
2025.11.03	06:14:00	4010.05	4010.06	4009.34	4009.76	65	0	5
2025.11.03	06:15:00	4009.48	4009.90	4008.33	4008.55	65	0	17
2025.11.03	06:16:00	4008.55	4008.88	4008.18	4008.21	53	0	17
2025.11.03	06:17:00	4008.22	4008.52	4007.16	4007.25	61	0	17
2025.11.03	06:18:00	4007.23	4007.61	4005.91	4006.07	72	0	17
2025.11.03	06:19:00	4006.20	4006.21	4005.05	4005.27	82	0	17
2025.11.03	06:20:00	4005.31	4006.66	4005.31	4006.30	82	0	17
2025.11.03	06:21:00	4006.26	4007.22	4006.25	4006.34	78	0	7
2025.11.03	06:22:00	4006.24	4006.90	4005.32	4005.76	73	0	18
2025.11.03	06:23:00	4005.25	4005.86	4005.04	4005.18	84	0	17
2025.11.03	06:24:00	4005.36	4005.36	4003.32	4003.81	81	0	17
2025.11.03	06:25:00	4003.92	4004.56	4003.24	4003.46	76	0	18
2025.11.03	06:26:00	4003.49	4003.87	4003.06	4003.27	77	0	17
2025.11.03	06:27:00	4003.00	4003.00	4001.67	4002.10	82	0	17
2025.11.03	06:28:00	4002.11	4004.40	4001.87	4003.98	88	0	17
2025.11.03	06:29:00	4003.95	4005.54	4003.95	4005.40	79	0	17
2025.11.03	06:30:00	4005.38	4005.73	4004.22	4004.22	67	0	5
2025.11.03	06:31:00	4004.50	4005.06	4002.47	4003.92	70	0	5
2025.11.03	06:32:00	4003.87	4005.36	4003.87	4005.36	64	0	17
2025.11.03	06:33:00	4005.29	4005.81	4004.88	4005.68	61	0	17
2025.11.03	06:34:00	4005.44	4005.44	4004.32	4004.98	50	0	17
2025.11.03	06:35:00	4004.99	4005.85	4004.99	4005.52	53	0	17
2025.11.03	06:36:00	4005.68	4005.74	4004.40	4004.76	51	0	17
2025.11.03	06:37:00	4004.61	4004.62	4003.42	4004.11	64	0	17
2025.11.03	06:38:00	4004.13	4004.75	4004.07	4004.64	48	0	17
2025.11.03	06:39:00	4004.62	4006.27	4004.56	4005.69	67	0	17
2025.11.03	06:40:00	4005.38	4007.72	4005.13	4006.46	82	0	17
2025.11.03	06:41:00	4006.29	4006.90	4005.80	4006.04	86	0	17
2025.11.03	06:42:00	4006.00	4007.44	4005.75	4007.25	70	0	17
2025.11.03	06:43:00	4007.25	4007.65	4007.04	4007.24	63	0	17
2025.11.03	06:44:00	4007.24	4007.39	4006.24	4006.91	60	0	17
2025.11.03	06:45:00	4006.91	4007.20	4006.43	4006.85	77	0	17
2025.11.03	06:46:00	4006.83	4006.85	4005.68	4005.84	58	0	17
2025.11.03	06:47:00	4005.93	4007.04	4005.25	4007.02	57	0	17
2025.11.03	06:48:00	4007.04	4007.50	4005.56	4005.74	63	0	17
2025.11.03	06:49:00	4005.70	4005.97	4004.45	4005.33	61	0	16
2025.11.03	06:50:00	4005.29	4005.90	4005.16	4005.16	56	0	16
2025.11.03	06:51:00	4005.13	4005.14	4003.16	4003.93	75	0	16
2025.11.03	06:52:00	4003.94	4005.00	4003.94	4004.09	60	0	17
2025.11.03	06:53:00	4004.02	4006.24	4003.87	4005.84	54	0	16
2025.11.03	06:54:00	4005.86	4006.13	4005.45	4005.50	51	0	5
2025.11.03	06:55:00	4005.54	4005.60	4004.97	4005.02	41	0	16
2025.11.03	06:56:00	4005.01	4005.12	4004.68	4004.73	37	0	16
2025.11.03	06:57:00	4004.52	4004.69	4004.16	4004.41	44	0	16
2025.11.03	06:58:00	4004.35	4004.74	4003.65	4003.65	44	0	16
2025.11.03	06:59:00	4003.48	4004.43	4002.74	4003.67	73	0	16
2025.11.03	07:00:00	4003.64	4004.30	4003.61	4003.78	43	0	16
2025.11.03	07:01:00	4003.74	4004.16	4003.09	4004.09	61	0	16
2025.11.03	07:02:00	4004.07	4004.13	4002.94	4002.95	49	0	16
2025.11.03	07:03:00	4002.94	4003.22	4000.94	4002.26	80	0	16
2025.11.03	07:04:00	4002.23	4002.26	3997.63	3999.55	81	0	16
2025.11.03	07:05:00	3999.65	4000.01	3997.66	3999.17	90	0	17
2025.11.03	07:06:00	3999.30	4001.55	3998.16	4001.52	89	0	17
2025.11.03	07:07:00	4001.53	4002.74	4001.29	4001.51	78	0	17
2025.11.03	07:08:00	4001.66	4006.51	4001.66	4006.07	87	0	17
2025.11.03	07:09:00	4005.98	4008.07	4004.27	4007.60	81	0	17
2025.11.03	07:10:00	4007.74	4007.78	4006.40	4007.57	85	0	16
2025.11.03	07:11:00	4007.67	4010.16	4007.67	4009.12	78	0	16
2025.11.03	07:12:00	4009.00	4009.30	4007.24	4009.30	88	0	16
2025.11.03	07:13:00	4009.42	4009.85	4007.93	4007.93	83	0	17
2025.11.03	07:14:00	4007.97	4008.06	4005.90	4007.15	82	0	17
2025.11.03	07:15:00	4007.21	4007.21	4005.19	4006.57	71	0	16
2025.11.03	07:16:00	4006.53	4007.93	4005.80	4007.58	67	0	16
2025.11.03	07:17:00	4007.46	4008.23	4006.35	4006.35	65	0	16
2025.11.03	07:18:00	4006.37	4006.70	4005.83	4005.87	57	0	16
2025.11.03	07:19:00	4005.93	4007.21	4005.93	4006.83	58	0	16
2025.11.03	07:20:00	4006.82	4007.06	4006.22	4006.23	56	0	16
2025.11.03	07:21:00	4006.22	4006.95	4005.74	4005.74	63	0	16
2025.11.03	07:22:00	4005.86	4006.41	4005.68	4006.03	64	0	16
2025.11.03	07:23:00	4006.03	4006.72	4005.16	4006.72	60	0	16
2025.11.03	07:24:00	4006.76	4007.74	4006.47	4007.65	58	0	16
2025.11.03	07:25:00	4007.71	4009.22	4007.71	4009.14	71	0	16
2025.11.03	07:26:00	4009.26	4011.05	4009.26	4011.04	72	0	16
2025.11.03	07:27:00	4011.06	4012.57	4010.74	4011.07	79	0	16
2025.11.03	07:28:00	4011.05	4011.16	4009.89	4011.11	69	0	16
2025.11.03	07:29:00	4011.11	4012.10	4010.88	4012.10	66	0	16
2025.11.03	07:30:00	4012.02	4014.83	4012.02	4014.83	89	0	16
2025.11.03	07:31:00	4014.54	4017.62	4014.43	4016.61	88	0	17
2025.11.03	07:32:00	4016.54	4018.82	4015.33	4015.82	93	0	8
2025.11.03	07:33:00	4015.73	4016.41	4014.43	4015.08	85	0	17
2025.11.03	07:34:00	4015.13	4015.80	4013.89	4014.51	88	0	17
2025.11.03	07:35:00	4014.44	4014.44	4012.13	4012.41	69	0	6
2025.11.03	07:36:00	4012.54	4014.39	4012.52	4013.68	76	0	17
2025.11.03	07:37:00	4013.67	4014.37	4012.24	4014.33	83	0	17
2025.11.03	07:38:00	4014.29	4015.38	4014.04	4014.28	79	0	17
2025.11.03	07:39:00	4014.34	4014.69	4013.28	4014.35	74	0	17
2025.11.03	07:40:00	4014.36	4016.46	4014.35	4015.86	74	0	17
2025.11.03	07:41:00	4015.99	4016.20	4014.59	4014.82	65	0	17
2025.11.03	07:42:00	4014.85	4016.51	4014.47	4016.01	77	0	17
2025.11.03	07:43:00	4016.03	4016.35	4015.65	4015.85	74	0	17
2025.11.03	07:44:00	4015.80	4016.02	4014.58	4014.93	61	0	17
2025.11.03	07:45:00	4014.98	4015.31	4013.76	4013.98	58	0	17
2025.11.03	07:46:00	4013.97	4014.69	4013.62	4013.82	57	0	17
2025.11.03	07:47:00	4013.94	4014.69	4013.90	4014.45	52	0	17
2025.11.03	07:48:00	4014.43	4014.90	4013.44	4014.02	69	0	17
2025.11.03	07:49:00	4013.82	4014.90	4013.05	4014.90	65	0	17
2025.11.03	07:50:00	4014.88	4016.84	4014.34	4016.39	73	0	17
2025.11.03	07:51:00	4016.33	4016.33	4014.68	4014.78	63	0	17
2025.11.03	07:52:00	4014.71	4015.25	4014.30	4015.17	66	0	17
2025.11.03	07:53:00	4015.21	4015.37	4014.53	4015.25	72	0	17
2025.11.03	07:54:00	4015.26	4016.13	4014.93	4016.07	75	0	17
2025.11.03	07:55:00	4016.08	4016.37	4014.69	4014.72	63	0	17
2025.11.03	07:56:00	4014.71	4014.73	4012.01	4012.72	79	0	17
2025.11.03	07:57:00	4012.73	4013.29	4011.32	4011.66	71	0	17
2025.11.03	07:58:00	4011.61	4012.93	4011.57	4012.59	64	0	17
2025.11.03	07:59:00	4012.67	4014.08	4012.62	4014.07	63	0	16
2025.11.03	08:00:00	4014.16	4015.98	4014.16	4014.93	78	0	16
2025.11.03	08:01:00	4015.02	4017.09	4014.25	4014.99	87	0	17
2025.11.03	08:02:00	4014.78	4015.21	4013.12	4014.22	83	0	17
2025.11.03	08:03:00	4014.45	4016.15	4013.20	4014.25	79	0	17
2025.11.03	08:04:00	4014.57	4014.80	4012.91	4013.94	78	0	17
2025.11.03	08:05:00	4013.78	4013.78	4011.24	4012.41	79	0	17
2025.11.03	08:06:00	4012.49	4013.05	4010.69	4011.08	68	0	17
2025.11.03	08:07:00	4011.02	4012.19	4010.21	4012.04	75	0	17
2025.11.03	08:08:00	4012.20	4014.86	4012.10	4014.67	72	0	17
2025.11.03	08:09:00	4014.81	4015.53	4014.54	4015.06	83	0	17
2025.11.03	08:10:00	4015.04	4015.84	4014.74	4015.61	62	0	17
2025.11.03	08:11:00	4015.56	4016.26	4015.03	4015.05	72	0	17
2025.11.03	08:12:00	4015.18	4015.97	4015.02	4015.19	75	0	17
2025.11.03	08:13:00	4015.21	4015.47	4014.13	4015.34	65	0	17
2025.11.03	08:14:00	4015.51	4015.75	4013.58	4014.49	80	0	17
2025.11.03	08:15:00	4014.48	4015.32	4013.33	4014.30	74	0	16
2025.11.03	08:16:00	4014.28	4015.46	4013.82	4015.08	66	0	16
2025.11.03	08:17:00	4015.10	4015.83	4014.40	4014.58	66	0	16
2025.11.03	08:18:00	4014.55	4015.91	4014.49	4015.73	74	0	16
2025.11.03	08:19:00	4015.89	4018.53	4015.65	4017.33	77	0	16
2025.11.03	08:20:00	4017.33	4017.38	4015.53	4015.78	81	0	17
2025.11.03	08:21:00	4015.69	4015.75	4013.58	4015.48	73	0	16
2025.11.03	08:22:00	4015.52	4015.69	4014.36	4015.02	65	0	16
2025.11.03	08:23:00	4015.01	4017.20	4014.58	4017.13	80	0	16
2025.11.03	08:24:00	4017.22	4018.66	4016.97	4017.93	78	0	16
2025.11.03	08:25:00	4017.91	4018.45	4016.44	4016.69	82	0	16
2025.11.03	08:26:00	4016.71	4016.71	4014.89	4015.74	82	0	16
2025.11.03	08:27:00	4015.56	4015.75	4013.92	4015.49	78	0	16
2025.11.03	08:28:00	4015.28	4016.86	4015.08	4016.55	70	0	16
2025.11.03	08:29:00	4016.56	4016.78	4015.85	4016.23	73	0	17
2025.11.03	08:30:00	4016.23	4016.54	4014.88	4014.89	71	0	17
2025.11.03	08:31:00	4014.89	4015.22	4013.90	4014.94	74	0	17
2025.11.03	08:32:00	4014.95	4014.95	4013.19	4014.73	74	0	17
2025.11.03	08:33:00	4014.76	4014.76	4013.86	4014.21	61	0	17
2025.11.03	08:34:00	4014.20	4015.71	4014.20	4015.05	81	0	17
2025.11.03	08:35:00	4014.94	4015.36	4014.20	4014.91	72	0	17
2025.11.03	08:36:00	4015.20	4015.49	4014.31	4014.34	63	0	17
2025.11.03	08:37:00	4014.26	4016.09	4014.08	4015.41	75	0	17
2025.11.03	08:38:00	4015.36	4015.72	4014.40	4014.64	62	0	17
2025.11.03	08:39:00	4014.65	4016.86	4014.64	4016.27	71	0	17
2025.11.03	08:40:00	4016.27	4017.16	4015.79	4017.11	71	0	17
2025.11.03	08:41:00	4017.06	4017.75	4015.93	4015.93	79	0	17
2025.11.03	08:42:00	4015.97	4017.16	4015.97	4016.93	66	0	17
2025.11.03	08:43:00	4016.90	4018.01	4016.90	4017.53	69	0	17
2025.11.03	08:44:00	4017.59	4017.75	4015.56	4015.57	76	0	17
2025.11.03	08:45:00	4015.58	4016.77	4014.69	4014.72	71	0	16
2025.11.03	08:46:00	4014.68	4015.52	4014.11	4014.59	72	0	16
2025.11.03	08:47:00	4014.28	4015.21	4013.92	4015.21	67	0	16
2025.11.03	08:48:00	4015.30	4016.14	4015.30	4016.09	68	0	16
2025.11.03	08:49:00	4016.16	4016.94	4014.87	4016.89	59	0	16
2025.11.03	08:50:00	4016.90	4017.60	4015.69	4015.91	71	0	16
2025.11.03	08:51:00	4015.92	4017.05	4015.61	4016.86	69	0	16
2025.11.03	08:52:00	4016.89	4018.46	4016.89	4017.97	65	0	16
2025.11.03	08:53:00	4018.03	4018.16	4017.12	4017.34	72	0	16
2025.11.03	08:54:00	4017.05	4017.49	4016.58	4017.23	72	0	16
2025.11.03	08:55:00	4017.25	4017.25	4015.40	4015.44	64	0	16
2025.11.03	08:56:00	4015.40	4016.15	4014.35	4015.58	83	0	17
2025.11.03	08:57:00	4015.43	4017.30	4015.41	4017.30	80	0	5
2025.11.03	08:58:00	4017.58	4018.33	4017.09	4017.62	78	0	16
2025.11.03	08:59:00	4017.59	4017.90	4016.73	4017.44	62	0	16
2025.11.03	09:00:00	4017.30	4017.72	4015.99	4017.16	67	0	16
2025.11.03	09:01:00	4017.19	4020.74	4017.18	4020.52	87	0	16
2025.11.03	09:02:00	4020.22	4022.08	4018.98	4020.51	93	0	17
2025.11.03	09:03:00	4020.49	4023.47	4020.49	4022.18	91	0	12
2025.11.03	09:04:00	4022.19	4023.65	4021.59	4022.03	91	0	17
2025.11.03	09:05:00	4021.60	4022.29	4020.26	4020.70	83	0	16
2025.11.03	09:06:00	4020.63	4020.98	4020.01	4020.39	65	0	16
2025.11.03	09:07:00	4020.40	4020.98	4019.25	4020.52	62	0	17
2025.11.03	09:08:00	4020.42	4020.74	4018.58	4019.02	81	0	17
2025.11.03	09:09:00	4019.07	4020.42	4017.77	4020.21	82	0	5
2025.11.03	09:10:00	4020.16	4020.16	4018.93	4019.00	67	0	17
2025.11.03	09:11:00	4018.92	4018.97	4017.33	4017.43	76	0	17
2025.11.03	09:12:00	4017.47	4017.73	4015.72	4016.42	84	0	17
2025.11.03	09:13:00	4016.48	4016.98	4015.42	4015.46	81	0	17
2025.11.03	09:14:00	4015.62	4016.00	4015.08	4015.45	78	0	17
2025.11.03	09:15:00	4015.59	4015.93	4015.12	4015.43	72	0	16
2025.11.03	09:16:00	4015.41	4016.46	4014.42	4015.17	76	0	16
2025.11.03	09:17:00	4015.23	4015.82	4013.50	4014.07	82	0	16
2025.11.03	09:18:00	4014.08	4016.29	4014.07	4016.11	82	0	17
2025.11.03	09:19:00	4016.01	4016.51	4015.20	4015.22	65	0	17
2025.11.03	09:20:00	4015.23	4016.32	4014.90	4015.21	55	0	17
2025.11.03	09:21:00	4015.13	4017.16	4015.12	4016.78	63	0	17
2025.11.03	09:22:00	4017.02	4018.00	4015.80	4015.88	68	0	17
2025.11.03	09:23:00	4015.87	4016.10	4015.08	4015.48	53	0	17
2025.11.03	09:24:00	4015.51	4016.56	4015.41	4015.76	69	0	17
2025.11.03	09:25:00	4015.79	4019.04	4015.74	4018.76	71	0	17
2025.11.03	09:26:00	4018.82	4020.41	4018.55	4019.53	75	0	5
2025.11.03	09:27:00	4019.51	4019.87	4018.68	4019.13	58	0	17
2025.11.03	09:28:00	4019.24	4020.45	4019.24	4020.19	62	0	17
2025.11.03	09:29:00	4020.10	4020.47	4018.99	4019.04	57	0	17
2025.11.03	09:30:00	4018.43	4019.98	4018.31	4019.31	74	0	17
2025.11.03	09:31:00	4019.34	4019.95	4016.89	4017.38	68	0	17
2025.11.03	09:32:00	4017.30	4017.44	4016.21	4016.72	67	0	17
2025.11.03	09:33:00	4016.46	4018.04	4015.82	4017.75	82	0	17
2025.11.03	09:34:00	4017.25	4017.65	4016.68	4017.63	59	0	17
2025.11.03	09:35:00	4018.01	4018.92	4017.68	4018.92	66	0	17
2025.11.03	09:36:00	4018.87	4021.87	4018.87	4021.86	74	0	17
2025.11.03	09:37:00	4021.86	4023.11	4021.60	4022.48	81	0	17
2025.11.03	09:38:00	4022.37	4022.59	4019.82	4020.00	89	0	17
2025.11.03	09:39:00	4019.97	4021.28	4019.95	4020.91	77	0	16
2025.11.03	09:40:00	4020.90	4022.65	4020.75	4022.41	75	0	17
2025.11.03	09:41:00	4022.29	4023.16	4021.68	4021.71	72	0	5
2025.11.03	09:42:00	4021.84	4022.93	4021.20	4021.32	72	0	17
2025.11.03	09:43:00	4021.36	4021.78	4020.87	4021.48	72	0	16
2025.11.03	09:44:00	4021.53	4022.66	4021.35	4022.00	75	0	5
2025.11.03	09:45:00	4022.12	4022.90	4021.82	4022.66	73	0	16
2025.11.03	09:46:00	4022.69	4022.90	4021.24	4021.24	64	0	16
2025.11.03	09:47:00	4021.24	4022.61	4020.80	4020.89	80	0	16
2025.11.03	09:48:00	4020.90	4022.54	4020.90	4021.98	75	0	16
2025.11.03	09:49:00	4021.86	4023.03	4021.65	4022.54	67	0	16
2025.11.03	09:50:00	4022.70	4026.05	4022.54	4026.05	82	0	16
2025.11.03	09:51:00	4025.88	4025.88	4024.06	4025.29	81	0	17
2025.11.03	09:52:00	4025.33	4025.60	4023.97	4025.60	85	0	16
2025.11.03	09:53:00	4025.62	4025.73	4024.57	4025.44	88	0	17
2025.11.03	09:54:00	4025.52	4025.76	4022.79	4023.22	86	0	16
2025.11.03	09:55:00	4023.25	4024.53	4022.18	4024.53	88	0	17
2025.11.03	09:56:00	4024.44	4024.87	4023.78	4023.85	74	0	16
2025.11.03	09:57:00	4023.77	4025.37	4023.26	4025.37	80	0	16
2025.11.03	09:58:00	4025.47	4025.65	4024.10	4024.81	81	0	16
2025.11.03	09:59:00	4025.08	4025.67	4024.11	4025.19	85	0	17
2025.11.03	10:00:00	4025.21	4026.91	4025.21	4025.98	96	0	17
2025.11.03	10:01:00	4026.01	4026.73	4025.33	4025.69	81	0	17
2025.11.03	10:02:00	4025.60	4027.03	4025.41	4026.22	81	0	16
2025.11.03	10:03:00	4026.27	4027.14	4025.51	4026.22	79	0	17
2025.11.03	10:04:00	4026.20	4027.11	4026.17	4026.80	76	0	17
2025.11.03	10:05:00	4026.72	4027.67	4026.17	4027.49	76	0	16
2025.11.03	10:06:00	4027.43	4027.46	4024.03	4024.03	87	0	16
2025.11.03	10:07:00	4024.24	4025.87	4024.07	4025.22	75	0	16
2025.11.03	10:08:00	4025.22	4025.96	4024.67	4024.67	71	0	16
2025.11.03	10:09:00	4024.55	4025.86	4024.15	4025.72	81	0	16
2025.11.03	10:10:00	4025.72	4026.50	4025.04	4025.26	75	0	17
2025.11.03	10:11:00	4025.51	4026.99	4025.31	4026.43	73	0	17
2025.11.03	10:12:00	4026.44	4026.96	4024.39	4024.73	84	0	17
2025.11.03	10:13:00	4024.73	4024.92	4022.35	4023.85	90	0	17
2025.11.03	10:14:00	4023.85	4024.01	4020.72	4021.58	90	0	17
2025.11.03	10:15:00	4021.58	4021.58	4019.35	4019.60	87	0	7
2025.11.03	10:16:00	4019.68	4022.50	4019.42	4021.94	88	0	17
2025.11.03	10:17:00	4021.99	4023.92	4021.88	4023.12	88	0	17
2025.11.03	10:18:00	4023.14	4023.14	4020.25	4020.29	83	0	16
2025.11.03	10:19:00	4020.21	4020.24	4018.81	4019.73	80	0	16
2025.11.03	10:20:00	4019.72	4020.23	4018.91	4018.94	67	0	16
2025.11.03	10:21:00	4019.11	4019.59	4017.53	4017.53	81	0	13
2025.11.03	10:22:00	4017.65	4018.97	4017.17	4018.21	83	0	16
2025.11.03	10:23:00	4018.25	4018.73	4016.67	4016.85	79	0	16
2025.11.03	10:24:00	4016.92	4017.91	4016.20	4016.56	84	0	16
2025.11.03	10:25:00	4016.57	4016.57	4013.55	4014.21	93	0	16
2025.11.03	10:26:00	4014.22	4014.54	4011.24	4011.87	94	0	16
2025.11.03	10:27:00	4012.02	4014.76	4011.82	4013.12	88	0	16
2025.11.03	10:28:00	4013.11	4016.35	4012.98	4016.35	84	0	16
2025.11.03	10:29:00	4016.37	4017.09	4014.40	4014.43	88	0	16
2025.11.03	10:30:00	4014.44	4016.46	4014.44	4015.61	79	0	16
2025.11.03	10:31:00	4015.43	4016.32	4014.41	4014.41	69	0	16
2025.11.03	10:32:00	4014.40	4014.93	4012.39	4012.41	89	0	16
